,10.77594,10.7903,10.8244,10.8099,11.1366,10.8475,11.4042,,,10.77594,10.7662,11.1618,10.7467,11.1297,10.7187,11.157
Throughput,14.84789262,14.82813267,14.78141976,14.80124701,14.36704201,14.74994238,14.0299188,#DIV/0!,#DIV/0!,14.84789262,14.86132526,14.33460553,14.88829129,14.37594904,14.92718333,14.34077261
,11.14762,11.119,11.1264,11.3043,11.2525,11.2796,11.9158,,,11.14762,11.0749,11.0612,11.2115,11.2521,11.2347,11.2759
Throughput,14.35283944,14.38978325,14.38021283,14.15390604,14.21906243,14.18490017,13.42754998,#DIV/0!,#DIV/0!,14.35283944,14.44708304,14.46497668,14.27106096,14.2195679,14.24159079,14.18955471
,10.95872,11.025,10.9157,11.1148,10.953,11.2479,11.1667,,,10.95872,11.0228,10.8227,11.1952,10.7421,11.2517,10.7091
Throughput,14.60024528,14.51247166,14.65778649,14.39522079,14.60786999,14.22487753,14.32831544,#DIV/0!,#DIV/0!,14.60024528,14.51536815,14.78374158,14.29183936,14.89466678,14.22007341,14.94056457
,11.25496,11.2782,11.2731,11.2785,11.0195,11.7466,11.4528,,,11.25496,11.2826,11.0766,11.2529,11.1964,11.20278,11.1327
Throughput,14.21595457,14.18666099,14.1930791,14.18628364,14.51971505,13.62096266,13.97038279,#DIV/0!,#DIV/0!,14.21595457,14.18112846,14.44486575,14.21855699,14.2903076,14.28216925,14.37207506
mu,11.016126,11.04532,11.0277,11.12062,11.1605,11.3871,11.4836,#DIV/0!,#DIV/0!,11.016126,11.03472,11.0765,11.1014,11.107,11.121516,11.09346
Sigma,0.167694747,0.15879838,0.157903249,0.176562299,0.173549198,0.355949305,0.242693824,#DIV/0!,#DIV/0!,0.167694747,0.164536967,0.145375596,0.184220129,0.18671527,0.202354045,0.198203336
Interval,0.146990927,0.139192917,0.1384083,0.154763679,0.152122579,0.312003323,0.212730516,#DIV/0!,#DIV/0!,0.146990927,0.144223011,0.127427329,0.161476063,0.16366315,0.177371141,0.173732884
Throughput,14.52752598,14.48877647,14.51188148,14.39135759,14.33972065,14.06481023,13.93905411,#DIV/0!,#VALUE!,14.52752598,14.50292256,14.44750573,14.41665081,14.40949604,14.39142275,14.42762525
sigma,0.167694747,0.15879838,0.157903249,0.176562299,0.173549198,0.355949305,0.242693824,#DIV/0!,#DIV/0!,0.167694747,0.164536967,0.145375596,0.184220129,0.18671527,0.202354045,0.198203336
positive interval,0.146990927,0.139192917,0.1384083,0.154763679,0.152122579,0.312003323,0.212730516,#DIV/0!,#DIV/0!,0.146990927,0.144223011,0.127427329,0.161476063,0.16366315,0.177371141,0.173732884
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
SR,10.94339,11.0224,11.0879,11.1101,10.9337,11.5129,11.3573,,SR,10.94339,10.8719,10.8988,10.9291,10.7767,11.1504,11.3072
Throughput,14.62069797,14.5158949,14.43014457,14.40131052,14.63365558,13.89745416,14.08785539,#DIV/0!,#VALUE!,14.62069797,14.71683882,14.68051529,14.63981481,14.84684551,14.34926101,14.15027593
,10.77594,11.0141,11.1156,10.7572,11.1404,11.1334,11.9236,,,10.77594,11.2826,10.8227,11.2115,10.7057,11.2347,11.1926
Throughput,14.84789262,14.52683379,14.39418475,14.87375897,14.3621414,14.37117143,13.41876614,#DIV/0!,#DIV/0!,14.84789262,14.18112846,14.78374158,14.27106096,14.94530951,14.24159079,14.2951593
,11.14762,11.119,11.1264,11.1148,11.0195,11.2796,11.9158,,,11.14762,11.0749,11.1618,11.1007,11.2782,10.7187,11.2759
Throughput,14.35283944,14.38978325,14.38021283,14.39522079,14.51971505,14.18490017,13.42754998,#DIV/0!,#DIV/0!,14.35283944,14.44708304,14.33460553,14.41350545,14.18666099,14.92718333,14.18955471
,10.95872,11.4528,11.2731,11.1037,11.2525,11.2479,11.4785,,,10.95872,11.2826,11.0766,11.2529,11.1964,11.2517,10.7091
Throughput,14.60024528,13.97038279,14.1930791,14.40961121,14.21906243,14.22487753,13.93910354,#DIV/0!,#DIV/0!,14.60024528,14.18112846,14.44486575,14.21855699,14.2903076,14.22007341,14.94056457
,11.25496,11.0195,11.1989,11.2785,11.4409,11.7466,11.4042,,,11.25496,11.0228,11.2602,11.12355,11.1297,11.20278,11.2347
Throughput,14.21595457,14.51971505,14.28711748,14.18628364,13.98491377,13.62096266,14.0299188,#DIV/0!,#DIV/0!,14.21595457,14.51536815,14.20933909,14.38389723,14.37594904,14.28216925,14.24159079
mu,11.016126,11.12556,11.16038,11.07286,11.1574,11.38408,11.61588,#DIV/0!,#DIV/0!,11.016126,11.10696,11.04402,11.12355,11.01734,11.111656,11.1439
Sigma,0.187488427,0.188044604,0.075171185,0.191066698,0.199225601,0.245110622,0.280708438,#DIV/0!,#DIV/0!,0.187488427,0.176821076,0.181479178,0.125299192,0.258728763,0.223030966,0.246859403
Interval,0.164340852,0.164828363,0.065890448,0.167477345,0.174628939,0.214848933,0.246051794,#DIV/0!,#DIV/0!,0.164340852,0.154990507,0.159073513,0.109829584,0.22678576,0.195495261,0.216381807
Throughput,14.52752598,14.38452196,14.33694775,14.45323702,14.34389765,14.05987319,13.78063877,#DIV/0!,#VALUE!,14.52752598,14.40830939,14.49061345,14.38536709,14.52901453,14.40405556,14.36342906
sigma,0.167694747,0.168192207,0.067235152,0.17089525,0.178192794,0.219233605,0.251073259,#DIV/0!,#DIV/0!,0.167694747,0.158153579,0.162319911,0.112071004,0.231414041,0.19948496,0.220797763
positive interval,0.146990927,0.147426969,0.058934209,0.149796291,0.156192871,0.192166728,0.220075415,#DIV/0!,#DIV/0!,0.146990927,0.138627724,0.142279675,0.098234566,0.20284335,0.174856277,0.193537772
